38,131436,187919,1980,9527,19227,8573,6444,8247,11330,15901,17213,15457,7969,760077,391222,368855,35.4,636952,25541,13642,27444,39559,1584,15016,732633,2939,319355,63837,34848,377661,58306,14711,3019,739,24.6,199467,785,106417,60717,43477,31303,11461,644,69,17240,4714,4469,91476,75667,37232,11919,21484,11019,6808475,18381,12933,13222,12498,13048,13015,13109,13518,15369,24677,33698,43633,35916,19893,20234,16211,808,112300,198700,291600,149349,319355,119888,216035,21046,7547,13569,14313,18763,40477,20281,25572,34919,27313,14806,26887,25995,25984,12432,12083,8056,7041,17810,33670,29988,26493,21557,20516,20306,26133,10301,12204,9163,9678,13223,8234,6277,7191,25288,24809,21290,12029,9911,5402,5697,18584,27636,25440,23894,18928,19941,20754,23303,10081,13201,8623,10264,13096,10550,8886,11248,651687,25896,41270,13749,76552,3706,3864,11500,7805,39976,6262,412509,400818,11691,183103,601874,418771,636,198,1082,1046,850,1029,35715,44210,110664,122477,174714,33175,2808,362366,34811,0,327555,77278,45685,38417,30282,24743,106818,23646,4420,27951,16129,20160,45560,25788,23777,13127,480,32967,0.4427,37946,25084,129495,24108,39116,37281,31784,187877,49110,38508,14765,14380,5781,2199,3545,27927,20863,89460,525,151241,7479,16591,19882,151241,48793,54422,73901,72461,93333,120126,56338,384346,736671,749825,729484,78676,73901,184166,13525,14897,398691,74715,110664,111463,31351,26850,78100,500779,7570,19305,108122,383794,,,,,,,,,,,,2018
54,272792,461911,1975,38692,41853,16083,9183,13452,19663,18370,18944,16299,9490,1805832,894657,911175,42.8,1661773,68042,13311,25569,2535,2286,31865,1780263,6188,734703,44097,26179,893742,159039,15107,10674,546,29.7,532674,811,244953,106195,61649,33229,22058,4527,1835,44546,11630,9511,105202,114694,102688,43037,76778,51922,18589170,66891,46072,49729,48260,43092,44204,40921,34440,32177,56557,72132,72450,55793,27394,23453,21138,735,70400,121300,198100,347271,734703,202029,633400,18855,17514,25458,25919,15698,9605,13255,133459,14065,17562,66084,47646,51327,53915,34730,24673,12828,14236,32648,54335,50000,54115,56763,57336,59574,60331,26378,39094,23776,37423,42509,29402,17955,13663,46276,45876,53475,29980,23393,12136,10583,31329,54433,50234,52795,55130,57725,58474,67118,26771,38959,27287,39188,45107,35254,23096,26556,1679773,68679,2629,13459,75010,18880,22918,38641,28278,180968,1053,787456,741817,45639,698961,1487470,788509,638,507,5414,4614,910,1400,108675,117995,163614,206678,363225,92283,5724,667994,62368,64,605626,166031,34230,27011,71606,42290,202197,28012,10863,60048,31632,53635,95354,61042,43202,14925,642,45737,0.4742,109489,47916,508339,126007,77981,81969,85440,376972,75740,156585,14350,29557,16657,10127,23237,107241,41544,242713,645,250077,20984,63539,13302,250077,75885,110600,162702,142553,257627,264465,103335,919565,1753476,1787630,1750095,312188,162702,342754,19114,24893,727427,96253,163614,426284,79975,76634,166526,1280781,41798,66919,99496,702534,,,,,,,,,,,,2018
33,189460,341752,1977,7340,33217,13020,9063,13892,17871,21602,18483,11863,6119,1356458,669442,687016,43.1,1217767,18950,35901,52648,3538,1860,25321,1303810,6431,531212,74991,39521,638112,106900,7476,4238,959,29.1,378742,3452,242076,72834,50685,33790,15922,579,394,22149,7267,6173,91786,95609,85902,46133,81292,55152,18370270,22512,17139,20855,20039,20846,21696,17850,21780,16577,36323,50014,73167,57624,41832,44619,48339,1090,184400,270000,376100,274309,531212,152470,403645,33543,34508,35243,29293,18634,27938,16081,39053,13735,13209,23853,32106,33940,39024,24822,20295,9266,8189,27048,45234,41807,39810,37586,44562,49517,54864,20523,28747,17783,23320,29866,18933,11096,11104,30751,34995,37848,24642,22073,8774,8911,23026,40248,40533,39544,38025,44494,51145,56717,24803,27433,17330,23971,34329,23116,14588,19720,1253931,23432,3562,36048,67847,24807,28792,42745,24383,106020,1406,755907,729001,26906,372369,1129682,757313,2369,1541,1844,780,2137,1470,85529,98920,217282,273218,258128,51464,5001,629792,53106,390,576686,135930,32373,5650,64992,49619,176651,43855,13263,92892,33440,26452,93598,85558,25966,17065,1009,40262,0.453,140297,42542,269202,40170,55405,62845,66380,303448,70678,66510,21031,40981,27213,3873,9014,59975,36126,198213,1389,294942,11726,28718,31982,294942,62538,90430,160533,120558,159219,215762,87251,725592,1312006,1344750,1319426,100220,160533,277457,18327,48986,713985,99230,217282,228576,57874,104805,120353,970748,53599,67128,88398,664999,52648,1293601,1193312,31092,11104,,,,,,,2018
13,1265606,2537406,1989,112239,299002,127080,86412,116579,134113,163889,168364,115425,53474,10519475,5120290,5399185,36.8,5493804,3281137,431551,1021754,17359,33630,228622,9497721,98172,3803012,58756,31187,4326266,523254,108806,45961,823,29.9,2426435,17369,1568112,732952,441790,262699,160649,11602,6840,291162,58131,54040,565757,672936,643900,288330,671599,470006,133615450,268881,157261,170884,192147,178532,183149,157073,175543,154010,290492,386250,467779,340039,201312,224434,255226,1008,114600,189900,308100,1783375,3803012,1376577,2868497,166456,98616,121415,189360,204436,124738,171384,377463,183877,124362,115567,330060,351342,381909,221453,158963,81911,73236,209451,373701,339025,343406,331320,348012,333636,325642,119379,164169,92178,131351,183599,114948,63807,47792,315428,331700,357109,214292,159669,73828,73942,207010,372712,356805,370147,356171,364958,349724,342221,142152,188564,113763,159762,216295,144732,93193,95008,6127645,3319691,34485,436051,337221,149236,196155,363535,150262,669579,42463,5203362,4953466,249896,3066218,8312043,5245825,32173,19330,199006,172596,59728,28688,383150,381667,1362317,1836344,2503293,750136,66198,4342543,460590,26533,3881953,1179268,269528,53220,466952,337361,1015521,300328,115297,533153,244016,243447,551765,619142,347393,125871,6419,296499,0.4822,861716,264562,1942122,466648,567985,585983,606215,2776278,572785,866099,93396,249232,156257,55083,109844,391566,235460,1290838,6449,1864926,138664,237296,583881,1864926,437815,751265,1086006,813454,1225784,1442794,600639,5521744,10238658,10410462,10155794,1468642,1086006,1945918,73027,288952,4891031,562774,1362317,1612167,386817,606345,996327,6978172,345391,513797,430363,4602079,1021754,9873987,8488576,792690,333698,,,,,,,2018
09,486156,891935,1965,26007,120803,45730,28254,39385,50343,56950,50688,33258,19902,3572665,1740533,1832132,41.1,2367636,357164,164859,589810,5105,11387,76460,2982855,79644,1378091,76348,44026,1521123,143032,29409,14047,989,31.5,906771,18816,609456,209899,141129,93599,40116,5460,1954,68770,17448,16898,242544,268721,260162,117726,211759,125277,45387530,73192,53662,46881,52633,49654,49303,45363,51532,41750,91721,122197,168673,134641,97632,128226,171031,1171,188500,277400,406900,650317,1378091,471320,891596,81320,124872,136221,81988,54809,50802,85754,13584,24653,21198,108029,92409,96638,114247,70101,54254,27209,24700,69867,115967,113181,105163,103565,113219,125127,125468,50002,71544,36861,51028,72375,50634,27649,29325,88815,95241,109779,67836,50103,25815,25889,66366,107021,111722,108795,107050,121649,134647,135052,55678,75399,41278,57890,83628,61814,42294,58371,2688136,391552,9507,165855,151572,52941,61799,100159,58507,266803,7179,1928922,1822551,106371,997405,2933506,1936101,10221,7194,25000,20202,34361,21938,167469,195532,544028,780847,735066,187816,36116,1543083,146099,1919,1396984,288262,116704,8346,153140,111277,473504,161050,36810,193491,91005,63218,197200,211138,79814,42558,2075,90038,0.5014,443202,113244,669967,163353,159960,175027,195985,887421,209100,226254,35265,98529,81590,16155,30460,142576,80785,485360,1356,790540,55836,118571,244569,790540,131486,191031,387202,322292,459168,515578,194736,1880249,3468263,3538203,3467011,361377,387202,609945,47111,101519,1793019,195971,544028,594528,131873,325902,282101,2493396,114740,158666,191905,1691500,589810,3391441,2640444,403889,169634,,,,,,,2018
21,593786,1138927,1980,65331,107792,37924,32304,43840,57732,66517,69842,57428,26274,4468402,2199021,2269381,39.1,3776055,349542,64830,161506,6878,8661,96927,4306896,19302,1732713,50247,27823,1995187,262474,37777,17754,601,27.6,1167729,5706,661520,304797,196179,121903,62726,6257,5293,108618,28273,24977,280482,320784,302641,130734,225548,120663,44232510,145630,96738,93999,94964,92196,95711,86612,82543,73744,138742,171351,204609,134610,81981,70071,69212,779,85500,148100,232200,837979,1732713,564984,1347492,52109,56690,87141,85832,66369,31370,31232,235995,65821,56831,87219,139724,145957,144007,88287,61513,35014,32389,88240,156233,133718,141389,136362,142164,141164,150774,57928,80766,49750,67097,87183,56295,36099,26968,133765,134021,141826,80194,58950,34725,30197,80179,152346,137223,139490,135866,143386,148659,153937,64292,92325,53637,74026,103772,71077,53808,51680,3875023,354761,8470,65300,218344,51996,56916,70100,38616,358831,11565,2105668,1995789,109879,1454821,3572054,2117233,4648,2137,21271,22281,7598,5168,247582,256707,442090,602661,1007781,257651,19048,1802934,183996,0,1618938,447727,210264,43656,173210,121345,475629,109467,33352,278003,89963,91356,228334,179339,126293,45842,3074,129001,0.4787,311695,131697,990911,237473,224264,229826,221393,1049367,207557,401064,41768,79931,46144,30505,50823,213842,109783,572796,1476,694175,44966,118860,100539,694175,177204,360898,425612,337900,554029,661182,269641,2308022,4326305,4414714,4301941,730408,425612,893654,38690,79764,1964958,261964,442090,788407,203891,226181,427799,3039414,108912,108716,286714,1885194,161506,4194913,3958456,116714,51905,,,,,,,2018
01,640390,1214794,1984,83848,124235,43018,30309,46340,60512,57428,66867,54722,25648,4887871,2369271,2518600,39.3,3192169,1298603,64942,211485,20450,6970,91455,4676386,6983,1855184,49861,27525,2274711,419527,68102,23952,585,29.1,1262257,4722,694367,324098,191450,112431,69189,6807,3023,132648,26400,23422,265878,339475,318904,124299,295011,154033,50352035,169158,110519,110325,109568,91725,96535,87783,82019,71749,143962,178002,222472,142340,82380,82375,74272,788,81300,147900,239300,879227,1855184,592927,1553659,35014,47366,65919,95316,76921,42321,54261,300058,80310,87959,92027,149436,151958,164696,97945,72354,38027,35913,87578,162850,148415,144980,141474,149523,153378,159550,65854,84370,52413,72211,102466,67149,39597,27134,139153,138411,156734,90772,71138,31749,29594,94949,169544,155167,150450,156576,160357,162915,173150,71993,97255,61506,83715,121085,85393,58886,58108,3306838,1307040,22063,65095,190594,59562,66898,92581,40567,400612,12507,2219106,2094271,124835,1698966,3930579,2231613,3392,2133,74280,73020,9106,4616,212314,224690,536086,664685,1089105,325799,6841,1947388,162698,0,1784690,459908,184307,27779,179783,148005,466839,111736,31038,295039,106061,110525,233006,211524,118685,54251,2192,160283,0.4859,315951,117443,1026976,253287,244700,247976,256273,1174781,245025,448179,44185,91296,55522,21451,67828,207005,125388,612675,1366,737154,39760,117284,95437,737154,204962,367633,448626,335896,588276,671415,317926,2507801,4763828,4832358,4719009,800422,448626,1010272,22416,71400,2068020,288285,536086,848061,201877,229484,520110,3337464,126460,133148,239412,1996620,211485,4599282,4355425,150932,62193,,,,,,,2018
27,797625,1396827,1977,35511,129519,49409,41349,52617,71044,81194,83666,54940,27264,5611179,2793980,2817199,38.2,4455388,362419,271051,308013,54989,8194,149100,5303166,103737,2194452,70315,37192,2455637,261185,30277,11135,876,28.4,1567939,10710,1024974,413963,305082,222758,73132,7433,1759,108881,31428,29221,399843,423019,405770,207942,343115,182205,65299620,97476,83144,75410,85693,82942,91403,91921,89222,84109,160285,222344,303312,231763,159943,168197,167288,969,158300,235400,344200,1103111,2194452,626513,1634981,178329,52350,48429,56431,80942,129021,192532,81691,78074,59096,110375,181160,183282,190493,112038,71688,40771,35126,106809,191683,195563,195164,166551,170628,176633,200627,74041,98669,62416,82302,100755,71341,43322,42918,173772,177431,179874,103997,68665,35794,36746,104304,183843,188452,188855,164397,165919,176500,200453,71905,110712,64327,86993,113693,84721,63391,72455,4629375,367653,60983,273126,327319,96151,110202,104494,47726,378134,2323,3078157,2973535,104622,1371469,4451949,3080480,14914,8773,18672,13493,16700,9353,289001,335708,920850,1134795,1302047,251343,93177,2516294,245484,4859,2270810,520084,216114,64982,240931,171645,765611,211036,46097,389544,130248,105124,332415,290498,143279,82125,3195,166575,0.4536,477278,131278,921287,179131,285856,292900,293238,1403727,288024,252805,83867,158357,82460,17777,30657,194616,152864,720598,2926,1224645,77034,148602,229184,1224645,231481,410657,628938,477814,643782,886980,348513,2920595,5488344,5543490,5395964,529077,628938,1237009,80543,177705,2922866,445513,920850,805258,249936,337189,541560,3809229,206353,152220,424694,2745161,308013,5256247,4614367,211571,78803,,,,,,,2018
40,502003,983307,1978,54295,97921,37797,30056,34459,47535,64001,69099,54090,24067,3943079,1950076,1993003,36.7,2570367,282571,83919,429079,293505,7652,272474,3514000,8202,1485310,51924,28011,1743073,257763,47995,21257,631,26.9,971990,5136,522069,295246,183130,102198,72436,6332,2164,112116,28567,25762,272491,291440,268516,111511,207951,87515,37664990,105449,76081,75801,83436,72644,82739,74624,73946,66839,122187,157398,182783,116656,67424,64313,62990,808,81800,140000,221900,716290,1485310,513320,1271746,33720,32390,46143,66185,62486,31474,37145,158706,72033,71166,87642,132651,133759,140794,80394,60177,31390,32718,73097,141281,130554,130682,118238,116016,113409,126287,47278,65614,38647,53407,77008,49016,31998,25661,125385,128357,137200,77780,52602,32022,26785,70355,139670,131231,131378,111779,114953,114635,129901,52242,72864,44099,63240,85438,60508,43657,46922,2845906,287680,307183,84694,217537,40352,44533,53404,32014,264727,18606,1873107,1791438,81669,1197403,3089116,1891713,4121,3583,17663,16043,22299,13788,158338,181358,434570,515808,956320,247419,7399,1635756,169332,0,1466424,390217,265219,80311,178294,122588,396974,99930,25328,174633,97835,109163,208426,158234,97434,42288,1890,115302,0.4687,233591,110099,816934,196649,215569,218928,212012,1003616,194626,301260,33821,70068,39386,20653,42528,156485,105663,468604,1405,616673,38383,82846,148397,616673,196097,258858,406702,313108,472799,573925,240438,1988012,3825027,3895983,3793895,596949,406702,821258,35111,73647,1777259,207381,434570,687231,202655,167497,411222,2607613,84885,85418,293885,1703612,429079,3685043,3291749,271407,100147,,,,,,,2018
25,980089,1644205,1961,58969,232757,80254,57789,99309,115655,121242,120118,77933,39556,6902149,3350887,3551262,39.5,4882418,483673,468665,846780,10754,53791,153883,6055369,363460,2624294,79835,43349,2915043,290749,37832,15081,1140,29.9,1620712,61211,1105499,413785,292736,207041,72879,9498,3318,121049,24514,22695,386301,436672,406682,192265,485063,371627,102698470,141341,113278,95986,96255,87057,88043,80962,86603,77419,156649,227769,310924,265004,194103,257603,345298,1295,275600,400700,617300,1225244,2624294,1003582,1499164,160371,279800,319082,171623,127902,134774,199051,22911,66463,52730,155338,182455,185390,204145,126133,103995,48367,55677,140991,256362,241072,213494,198766,215612,232939,239151,87142,126406,70517,98793,133975,84126,55229,50150,174768,183888,188453,121894,105319,51699,48779,147468,250753,242145,222349,207531,227884,245116,251438,95405,141622,85787,110663,156811,112022,75889,103579,5335175,537523,16198,472403,267776,119080,171792,337594,120366,434426,4057,3803704,3622984,180720,1895904,5703665,3807761,28492,21076,30447,28171,45171,29326,332243,369129,1178868,1749943,1367126,318275,110613,2747508,264744,179000,2482764,561387,236595,14278,315939,203961,1029386,263518,76851,310373,168472,133170,360781,521600,146922,77733,5017,129125,0.4875,973142,248396,1126183,322496,293540,313921,342165,1732315,450159,446304,62850,197423,171345,37897,45507,245249,140979,901250,5583,1720198,203021,327912,554506,1720198,235983,341757,697419,627627,918416,948880,299961,3695187,6665083,6834364,6689339,663918,697419,1108231,181070,188548,3558966,366687,1178868,995993,236723,681633,504821,4832728,290872,457960,342976,3370418,846780,6544926,4954053,615909,261672,,,,,,,2018
36,2734079,4632936,1957,187789,907890,269624,209369,289240,349864,373899,383661,274566,167328,19542209,9491313,10050896,39,10794347,2789585,1651636,3752523,45465,97323,406565,15789686,2607925,7367015,67844,38884,8363847,996832,151462,68051,1158,31.1,3953785,160676,2366391,1289787,858217,538976,272102,32411,14728,431570,90764,80966,877402,1012723,1075124,504198,1237506,978250,302146320,503909,357629,310940,325741,277816,293279,263872,264265,245075,486211,636270,879308,673922,478113,585743,784922,1274,153900,325500,597200,3243513,7367015,3413230,3492617,420883,850449,572714,438507,361400,679889,1357891,186489,137702,133667,655919,582392,549859,593855,353670,258428,131501,125795,388761,743566,697952,623049,575808,604513,637975,648337,250160,344585,200421,264177,367469,243585,158540,146915,557450,529120,560882,337457,252696,124433,127460,396107,737663,693717,644647,590321,633106,681744,679487,287573,386075,222843,311308,445377,329729,235987,285714,12375601,3069259,84312,1666113,614171,276668,467126,1113138,539930,1387372,22328,10004517,9504716,499801,5918172,15945017,10026845,106923,100645,182684,174369,230088,165982,710751,797643,2846770,4145049,4064685,1058751,501196,5526659,586563,1813297,4940096,1031931,837021,50480,905696,545896,2647464,757363,266579,551379,467645,444239,941072,1166509,555380,205014,14475,279062,0.513,2244696,572948,3546789,1133035,865855,916416,958107,4672225,1113361,1757364,218020,455575,358866,143727,187223,731104,391055,2485570,15423,3959407,2031637,2160302,1850177,3959407,662320,965167,1984656,1933166,2396961,1898571,632119,10460278,19037564,19329704,18869187,2591391,1984656,3276724,555976,421076,9310791,1193573,2846770,3003726,634663,1618369,1448488,13672343,743794,1653068,807650,8889715,3752523,18402367,12756975,2750087,1188676,,,,,,,2018
22,632373,1104847,1979,79246,148160,55509,36982,50040,51105,54430,52518,48185,23521,4659978,2276530,2383448,37.3,2720774,1499008,74845,239954,22714,10835,91242,4420024,23178,1737220,47905,27274,2076136,338916,58229,22486,692,33,1137524,5887,593733,343700,180586,115428,55694,7211,2253,163114,30297,24706,263762,343969,292510,109950,269670,133508,50737165,162460,103020,107839,112377,94200,92737,83101,71996,66803,123309,152877,192211,131968,81551,83523,77248,854,94600,167300,261900,748604,1737220,599696,1362202,57015,87565,83534,60419,55324,41207,58508,267311,79475,82116,81747,153089,151553,166020,92873,68763,36235,29643,87218,163846,156251,158319,132607,136781,139492,144624,60066,83651,51672,67480,83012,53501,34146,25688,148768,145886,151910,87486,59004,37626,30796,87375,165061,160097,159155,139633,142386,148654,158965,62869,92666,56275,76474,99984,74873,49349,48156,2877115,1509407,25657,76255,193945,49758,52060,101571,61936,315441,15583,2152802,2015672,137130,1514476,3682861,2168385,5197,3974,81042,81433,15064,9220,171438,190370,496634,599821,1097585,385456,20997,1829523,179514,470,1650009,400688,155510,69836,221111,166987,482783,99153,27278,155608,100555,109085,228123,193655,110201,51297,3169,82979,0.4936,262019,129499,1071772,269411,242561,254366,246736,1149802,222235,442559,32374,77130,37019,31136,66107,209858,110990,564614,1900,692798,61009,143569,117195,692798,230867,257584,436378,398045,646873,643288,220511,2405123,4529028,4603081,4478976,843626,436378,852749,35902,66932,1993979,203074,496634,903233,170595,183295,479080,3125733,101818,163507,248353,1927047,239954,4358121,4025232,155230,72629,,,,,,,2018
31,279862,485628,1973,19682,49571,17184,14211,18351,28898,34168,38717,26066,12976,1929268,961213,968055,36.7,1515261,89377,45534,214483,14471,2330,47012,1714785,5579,765490,59566,31771,845011,79521,16037,5666,679,26.4,505666,1991,300417,153514,109865,75912,30126,2607,1220,43649,11555,11009,169389,166717,141886,55477,83864,32363,17609055,38361,33679,34686,36439,35126,36755,36267,33679,34989,64936,82701,102838,74856,44015,40328,35835,830,103400,161800,246000,379801,765490,259824,607992,35071,15857,21871,32620,38914,32331,29246,30959,29599,23850,38138,67328,66595,68897,40538,28651,11628,14125,40430,66265,64825,66690,58114,56001,55539,59921,24747,34074,20920,26737,34639,23916,16131,14502,63828,63266,67872,36562,26858,13897,12961,39392,61899,63766,65391,54701,54727,52549,62943,23885,36405,23392,30463,36702,27017,22129,27450,1666990,91221,18555,45779,163476,17628,16863,18108,11091,114392,5408,1035219,999347,35872,465562,1506189,1040627,2407,1519,5465,4492,11866,5176,89840,105871,269675,333066,474886,93521,5203,895390,85937,16,809453,161496,132936,43490,75499,72159,246322,75269,19275,96538,44363,44394,108838,87474,59931,25795,1172,72134,0.4488,141055,51115,326400,68889,98554,105196,106338,505974,102706,108346,26569,42989,22695,9777,11252,64911,52089,230282,268,381088,17476,38819,83357,381088,101231,141740,209792,165496,224363,299492,130682,962442,1875342,1905843,1855185,206341,209792,420964,24350,50265,986223,137646,269675,283093,94598,100126,188720,1266440,34491,29199,222572,935958,214483,1798112,1596516,129609,57443,,,,,,,2018
