41,612322,1027648,1979,33055,142198,55228,41938,48952,73900,79059,73441,47797,19549,4190713,2079943,2110770,39.6,3147602,77915,188459,556397,41055,6609,154832,3634316,84316,1639970,63426,34058,1788743,148773,28186,13319,989,29.8,1024853,15343,667980,265616,189156,113076,64368,6799,4913,76460,22999,20660,277094,309110,267672,119904,230066,127399,43965175,87029,65916,68119,72004,72315,74113,73532,70618,66481,124516,173116,222273,154589,99252,106788,109309,1130,228400,341800,481100,793537,1639970,615117,1128451,77192,44404,73750,81106,73911,63832,97895,140938,69549,39256,94195,117907,120346,133273,76355,51654,24800,27470,82926,153533,148292,144236,134221,137518,125569,129941,51887,79235,51774,72087,90042,60534,37643,28700,112608,116568,120588,74943,49104,28427,25108,76256,146727,144103,144051,134325,131974,124419,137291,58912,86535,55982,79769,97942,68299,44157,52682,3514983,82046,49051,190680,222108,47925,65975,81860,34167,324651,2640,2135976,2029021,106955,1279087,3417703,2138616,12395,9113,6119,4590,33215,16310,199185,222763,621190,766637,872588,175213,67641,1620207,189107,6538,1431100,474451,220273,63584,202424,135580,460393,107092,32031,229085,97911,91101,229445,235187,92419,52769,4094,135762,0.4582,381353,88353,655811,254896,193164,201350,203634,961805,212817,279925,48387,101127,62866,21750,40357,123298,126365,524150,3211,808107,62141,112798,236651,808107,188716,253603,412851,365744,513041,621332,257037,2212769,4113142,4152756,4057488,516570,412851,1014101,78004,148880,1994598,269508,621190,534813,236970,266350,507623,2952380,113900,116027,284546,1845718,556397,3960198,3329170,370707,136429,,,,,,,2018
06,4137501,8934621,1975,291241,1573818,574884,399194,517772,645007,688984,618182,413162,184214,39557045,19673553,19883492,36.7,14495479,2179078,5741886,15540142,139116,100696,1217346,24016903,914825,13072122,75277,37124,14277867,1205745,246826,88682,1399,32.5,7165664,636837,4988711,2789122,1864792,1081373,703611,52233,27575,924330,242677,220223,2070884,2533667,2416781,1053645,2656088,1594529,525695390,670677,515804,456076,520133,458689,485094,458942,477566,425951,840945,1203718,1601641,1297651,878474,1166279,1614482,1520,341100,546800,852300,6458423,13072122,5906458,8177141,1014941,358619,783963,874649,742139,712922,1074890,524604,343448,248659,817270,1243103,1219205,1364245,772813,531593,295364,269305,836285,1612531,1501726,1416652,1239771,1280158,1242099,1219182,467108,640896,381346,492810,656071,437938,281483,271869,1185390,1179689,1281851,739242,513822,258227,263844,787423,1504968,1415173,1347874,1260160,1289396,1256373,1265868,505604,682768,413221,569278,773735,538013,393862,457711,23535388,2283850,302792,5821585,1242986,491080,782925,1519579,763244,2121093,130467,20038676,18930012,1108664,11406060,31575203,20169143,380650,329037,144745,144847,942717,645013,987370,1147063,5704852,7346033,8985538,2009822,569812,15535649,1854318,221762,13681331,2956372,1637039,434183,1990269,1244438,3952559,1116445,539066,1675905,1000458,830465,1969641,2601900,1052441,522242,22840,1231941,0.4912,3466224,825850,5559362,1253515,1890174,2059839,2143518,10383463,2636541,4355017,356277,935787,622437,506042,401648,1047119,980133,4849443,31725,7414643,577245,905849,5048044,7414643,1711879,2324103,3965290,3514097,3949527,4823991,2160814,21148307,38818454,39114889,38151126,4969326,3965290,7730189,489073,1111955,18530052,2140543,5704852,4932237,1500321,2365794,4089325,26815644,1274005,2282823,1535675,17418097,15540142,37128552,20574417,10736486,4117248,,,,,,,2018
04,901292,1713006,1990,60746,189585,77613,55618,81974,107029,118982,117854,74383,36147,7171646,3565129,3606517,38,3894250,310388,232105,2266342,277800,9960,166624,4905304,53718,2614298,59246,30530,3035902,421604,56431,29935,884,28.8,1694367,17812,1072502,498764,306301,159268,131725,11000,4308,192463,53514,45535,385269,455236,459848,209621,417231,235295,76216710,157644,94826,116666,131479,116211,127277,127296,118412,107985,221756,278318,342393,227627,144280,149497,152631,1036,156100,241100,360300,1247270,2614298,919931,1950408,138677,36717,101914,124619,130601,76780,153694,311264,121019,92314,48722,223034,221154,253378,141225,101362,51071,50657,153414,267053,240593,227771,219207,216254,206196,206349,87218,119793,78383,105337,156707,115406,71581,51986,210998,220459,235360,136391,98328,48466,50288,135757,245919,225763,224592,211048,217387,212625,224118,92976,136339,84276,123255,179998,131087,80334,80753,5590505,336340,330599,237873,283308,96341,130465,148271,64062,551704,18984,3396893,3215136,181757,2298130,5714007,3415877,14967,10229,20336,17868,123016,85313,242966,282814,898032,1065567,1641999,401390,48412,2765871,348622,1653,2417249,717710,444456,40260,360698,220968,697513,271798,63165,222616,155333,153879,375214,406278,176760,70654,6999,181638,0.4613,540461,159442,1159297,285634,358933,391692,375031,1762743,390374,605934,71532,150399,94622,53192,59960,204640,201465,835810,4667,1178294,83699,156892,528608,1178294,289566,359444,749962,637870,914845,986809,374114,3581201,7013444,7090137,6915138,983499,749962,1636580,55276,214693,3174586,428422,898032,970146,360418,389350,847740,4840304,226806,212333,358254,2959893,2266342,6737614,4882267,1395115,451680,,,,,,,2018
19,467544,800329,1970,29869,72009,24261,19698,25903,37690,42890,49047,42762,19993,3156145,1564888,1591257,38.1,2695583,113562,79643,191473,9710,4000,59229,2964672,16184,1267873,59955,31559,1409568,141695,27291,13231,638,26.6,903751,2890,543108,231199,160106,116825,38115,3582,1584,71093,23112,21523,270584,266053,211228,90997,135560,64263,29367110,69432,54690,55490,58727,56864,62828,57372,60604,53825,104449,139857,181944,118937,71122,62459,59273,777,91800,152000,239600,622142,1267873,364122,1029655,60186,31829,49075,49123,52414,51634,32155,52923,48880,38389,69310,101085,100084,110975,64630,51260,24276,22075,64502,103226,97755,105900,87416,91233,94243,103644,41576,61493,36271,45881,61724,42270,28006,25363,96798,97370,104247,58200,46569,23391,21679,64212,99189,94337,103451,86850,90664,93256,110013,40673,62055,38261,50410,66786,52680,39913,50253,2846099,115137,11494,79971,253363,31350,30663,35680,20298,222259,1355,1676716,1615999,60717,828509,2506580,1678071,4655,2741,5144,4374,10436,5198,163245,191923,413442,488615,733389,159201,15643,1424909,129016,150,1295893,278185,167299,55931,124491,99730,396587,121852,23298,244422,65574,48648,193329,114447,83327,44363,1220,118085,0.4413,197098,98932,649269,130504,154852,172322,164326,791595,170707,162649,47476,67503,32057,12364,19615,134496,78678,392189,1679,586859,29863,71975,106793,586859,148324,278458,334410,267948,369493,490107,218213,1566974,3055939,3119306,3039855,343504,334410,682334,47472,81306,1588720,247997,413442,566515,153714,133905,280623,2104792,62013,55978,350738,1507414,191473,2958262,2696964,123829,44308,,,,,,,2018
55,884590,1487370,1973,45024,152930,61133,42118,63711,83427,99733,112343,86984,32117,5813568,2891282,2922286,39.6,4707567,363642,163421,403833,47092,6629,119584,5409735,44332,2371960,60773,33032,2710718,338758,44803,14804,722,27.2,1592440,8812,1003101,386482,269889,180253,78560,7656,3420,116593,34160,31214,466299,473066,393418,204089,306855,156014,62016855,118890,104567,93784,115125,108320,116722,110209,108686,100963,190119,267222,328085,229061,140465,127171,112571,847,124600,188500,282500,1150650,2371960,779520,1804076,111506,171108,96568,136704,93149,103325,100185,93296,65412,56445,143560,170352,177054,190048,113754,78036,42674,40103,119443,191282,185050,193051,164452,175782,193733,207253,85975,113318,68695,93303,115242,77659,52705,42318,160299,165700,184720,110178,76598,36783,39715,116089,181020,178413,182504,166669,174958,193884,212233,86423,119539,70567,96138,127727,92821,66871,82437,4957243,370632,50364,165380,389453,85484,91294,87368,44323,453204,4571,3091944,2993716,98228,1596983,4693498,3096515,7440,5044,20049,15993,20613,13411,313640,365632,775533,955330,1272105,274445,42782,2637829,222219,60,2415610,520336,253436,64550,245980,177241,710764,178246,49157,546621,126512,101301,322856,252138,142766,75584,4769,159167,0.4483,422543,144736,1222475,251606,274505,299276,295554,1391258,308758,315219,83357,129375,76897,19561,49576,260601,156694,776061,3037,1088816,72908,148260,155439,1088816,258829,544052,609561,492458,754900,952723,356910,3005539,5665153,5751525,5620459,625826,609561,1256252,86491,142881,2956937,438602,775533,1087175,264158,299862,553492,3992022,176778,131691,505846,2814056,403833,5482917,4998965,261707,97032,,,,,,,2018
11,165947,121529,1954,9764,37550,9808,11787,13453,18512,22976,20358,13037,8691,702455,334208,368247,33.9,259371,311654,26959,79249,1281,3502,20103,623206,130216,287476,85203,55328,319579,32103,12150,1695,1421,28.5,121540,14084,91179,50866,27061,22499,4200,362,0,23805,2936,2470,24452,34404,52398,30215,75845,46867,10965565,26780,13332,7625,7998,7778,9161,7109,8411,6921,13113,21919,30730,26516,20875,26259,52949,1516,397800,617900,930300,73009,287476,165936,40050,72989,10221,24071,26455,29639,23570,91908,428,19438,8777,36384,23932,16635,16752,7737,9543,5743,4653,14309,37841,38663,31250,20713,19663,18378,18244,6943,7979,5362,6061,9582,6185,3728,4312,21558,16222,16634,7744,12544,5498,4800,17975,44589,42374,31912,21660,19382,18103,18625,6951,11280,6373,8041,13414,9976,6003,6589,296747,319777,1932,27538,14869,18675,23893,22895,7310,41289,2511,412057,380983,31074,171790,586358,414568,1528,356,16534,18700,4685,2838,14454,11039,129782,263428,127214,57747,47424,148701,19352,81620,129349,47555,68603,1196,36991,10184,71631,24643,14872,4768,33531,61097,16725,90880,12842,1623,407,2467,0.5243,172388,39629,82900,41885,26757,25457,25249,173303,48016,39628,2446,12656,23957,2971,3906,15409,9862,71207,2309,246486,89344,102882,53557,246486,9644,13660,56162,55031,129023,44809,8295,414550,669031,693798,675256,108055,56162,75478,50327,23199,378255,13948,129782,67855,17992,109855,43538,500176,42568,30205,18102,355056,79249,656965,545912,55077,23266,,,,,,,2018
29,883930,1550876,1976,62593,166504,63321,47964,64390,82258,98399,110761,80587,32175,6126452,3003165,3123287,38.8,4857174,698641,120440,253474,23149,9832,156647,5872978,37161,2434806,54478,30498,2806296,371490,57468,28472,639,28.1,1625854,8151,986408,423206,276204,174836,90145,8115,3108,147002,33898,31329,387616,443230,421938,196224,363334,187053,65921805,153553,118186,118905,126566,118065,134751,116695,122846,110011,197449,254528,303086,203045,119451,116628,121041,830,97600,162600,256600,1159502,2434806,808952,1958515,101246,91418,129205,113178,100929,57408,75130,176697,78674,67815,137342,187719,193119,205125,119111,81935,42071,41669,122786,212939,196731,200985,170968,182483,186949,203140,76614,122001,63733,87748,124935,83583,53456,43365,182689,180618,196074,113271,77606,41468,38747,119657,209182,200280,191860,178530,188114,195808,216451,87432,127246,73285,100981,145941,105803,70804,81440,5035197,704327,27705,121417,306684,98792,105908,98975,49389,497891,16744,3049456,2921599,127857,1840803,4907003,3066200,7015,4644,40811,39645,13410,8095,303201,343602,754906,994041,1377726,339377,33179,2621078,243718,2523,2377360,641727,231225,53243,264987,193942,701100,202746,50513,333791,139833,124415,333328,290650,157907,75144,3685,177244,0.4657,480988,174441,1270247,271751,297752,316816,306222,1469063,297711,398377,55089,128429,78777,19218,57182,261820,170672,771187,3201,1099527,76686,167815,131054,1099527,254608,430663,643014,493787,787674,918830,383243,3147713,5943658,6053109,5909932,786330,643014,1278269,59060,138342,2890814,341000,754906,1080418,313408,351868,623861,4182787,204700,148364,400013,2752472,253474,5756044,5392180,144847,51196,,,,,,,2018
12,2782843,5026515,1986,172384,711827,266198,186059,241560,297123,302062,269116,150905,63882,21299325,10404676,10894649,42.2,11344261,3252558,580229,5562452,41492,81784,426855,15736873,158654,7809358,55462,31359,9547762,1738404,251819,109657,1034,33.3,5148242,66515,2890964,1299810,775230,453404,282479,26050,13297,524580,121382,109001,1006086,1310689,1367988,621588,1547356,869144,252645030,511203,351037,377751,413800,381721,404479,378096,365568,339901,636955,800117,947939,646465,384194,403407,466725,1182,140500,230600,356100,3638058,7809358,2661116,5176260,578839,197227,370814,481552,553287,556556,789208,830692,408860,249919,190487,575452,574561,639983,367696,266279,137972,136104,371233,718886,676814,659953,623142,663194,679659,691158,272392,384643,249068,348071,512565,394108,244461,217282,559940,553041,604609,352593,247456,123420,123495,363366,701093,661722,664960,638649,688433,710682,758132,316233,433596,281205,412869,600456,442414,312567,343718,15899574,3410741,59870,593634,619713,316323,412598,569397,211101,1571866,50510,10265785,9734940,530845,7245485,17561780,10316295,36218,29588,193719,180583,385701,270382,711527,858083,2920459,3380275,4227875,1221939,139148,8496144,899569,10157,7596575,2314384,693362,91537,1162627,756277,2031718,743240,167011,499441,535917,415273,1204325,1297713,577259,252602,12941,344516,0.4887,1726771,430361,4387954,1123486,924479,974455,1013303,4811682,1096555,1761732,250046,494054,289745,114573,204142,814126,524360,2691046,17364,3445087,257337,483844,1929546,3445087,929958,1041410,2371528,1946957,3082218,2974749,924031,10943341,20882651,21092877,20636520,2840977,2371528,4505209,130643,596696,9608687,1489510,2920459,3752049,992488,1190545,2023211,15302125,728921,780498,779721,9011991,5562452,20163933,14167920,4468564,1875331,,,,,,,2018
37,1389167,2622295,1988,117294,288102,114819,90175,118819,146661,167886,168114,132191,54497,10383620,5052244,5331376,38.9,6505973,2184448,303651,995529,108795,25927,250758,9388091,47231,4011462,53855,30737,4684962,673500,107213,41976,723,29,2612904,19953,1623735,683319,424746,252369,154085,12303,5989,258573,53733,49160,637568,778449,715753,325312,610852,336284,113268765,259160,196205,194513,219228,202213,208949,205633,198629,168462,329455,400895,487763,326305,195603,192509,225940,900,108000,180600,296800,1920236,4011462,1398558,3042712,200754,96440,123608,201095,196772,124807,106045,589967,219988,178526,162351,306886,313027,354622,202542,154468,81583,72886,199414,358241,328021,322897,314933,339179,330888,323481,129271,182043,105110,153773,206125,137038,76283,59533,290306,307599,325325,196551,147822,70960,62702,194783,363256,332792,340556,332018,357643,350377,354363,138228,215383,127340,171618,250030,170672,111518,119534,7098569,2222533,120845,306682,439935,151412,161914,200680,89430,787831,90407,5125646,4870838,254808,3136514,8352567,5216053,19357,10428,133679,126584,55094,27646,446887,458136,1454678,1812964,2296858,614690,42344,4371040,452538,2825,3918502,1103644,393921,67349,476976,334687,1102451,312896,84364,596739,249354,209363,552903,541936,228455,113365,6839,330707,0.4782,812123,275434,1802360,479801,492060,534223,539327,2520040,554783,834880,114287,251164,136121,58296,114355,372980,257659,1304862,5547,1868589,103391,228677,501719,1868589,439193,715663,1000416,846977,1256958,1525407,669713,5413570,10100431,10274540,10033314,1417873,1000416,2198103,87368,292946,4858875,701016,1454678,1504782,436118,585019,1060969,7102144,313326,290110,558275,4565929,995529,9786428,8608193,761108,304865,,,,,,,2018
35,298715,495378,1982,32351,57439,20156,15925,23058,25061,32021,29662,21826,11245,2095428,1039641,1055787,38.1,773039,39940,31807,1029229,183944,3662,31777,1066199,9533,794093,47169,26529,943232,149139,24681,10872,707,29.7,525349,4187,279825,134674,74077,36679,32252,3240,1906,60597,19073,16367,129794,154468,126264,56157,100309,42762,19074385,76947,50055,42745,50641,44145,42909,37283,37196,33655,59049,78823,85598,58218,32477,33728,30624,830,104400,174700,274000,344252,794093,268744,604140,29690,18303,40313,26119,21190,18046,23530,159315,21662,21657,39350,60108,62590,81303,42339,31582,13518,15485,41895,73887,71844,70192,58730,58255,59175,66299,27052,37062,22230,33710,48688,29445,19789,14463,58386,65205,69775,40531,28265,15404,13242,39319,66264,67158,66223,61116,60630,61868,70187,31176,40883,28960,37503,50118,34503,22799,26272,1599938,46064,200659,34155,100567,16997,24298,31214,17422,167827,9305,931954,875151,56803,732519,1673778,941259,3150,1262,3616,2855,55378,52472,43715,63614,221735,274881,480237,138008,8713,791753,97608,0,694145,149079,115088,38753,98893,64495,211029,41230,12086,35268,46457,66250,100817,108307,35706,15860,1814,68490,0.4891,169977,42923,370023,143500,104737,120055,111834,521738,109673,206688,17902,35342,28048,17459,23199,72069,53824,247843,1578,315387,15342,46526,116838,315387,100929,83668,198859,176308,264509,292657,121911,1048001,2051759,2072546,2026309,399456,198859,448058,15686,44623,875031,113481,221735,303375,87087,119066,247490,1416481,41295,48636,130723,830408,1029229,1976934,1303370,521774,149937,,,,,,,2018
42,1835674,3235257,1963,124047,363866,117798,90291,132570,164773,180620,203952,148691,65678,12807060,6271620,6535440,40.8,9723288,1352804,450077,974763,14367,21357,266847,11832297,353633,5070931,60905,33960,5713136,642205,89962,51356,763,29.1,3478645,22869,2076151,806285,526326,345258,162184,13148,5736,279959,70603,61655,759562,853260,812098,399865,747828,518624,158372430,323468,222113,236265,236328,231346,238866,215296,206570,199994,383925,521111,647732,470594,293297,313969,330057,927,112500,186000,295200,2411269,5070931,1592286,3253824,1062639,247288,234854,183108,146766,126878,235557,220642,101852,92658,409940,356108,363901,394554,237583,177886,84109,83598,245666,441575,418852,390222,358356,398749,420345,446876,176930,255485,153160,197463,264321,180612,117936,107333,344308,344262,381273,225628,174524,87303,81580,230150,425450,409196,385062,362473,404865,435582,469873,188303,274064,166429,221819,307967,235776,173246,206307,10256084,1428406,21418,455027,574290,192845,245144,368342,174693,1071650,6079,6570179,6248945,321234,3894540,10470798,6576258,29749,20648,84587,77853,52211,32729,646474,743125,1723226,2292722,2647617,671956,233527,5156081,518838,49384,4637243,1147365,346009,82671,516893,368589,1611283,399037,99820,733387,301820,251890,704752,663552,352412,162839,7943,297907,0.4747,1139256,421994,3113998,715676,567979,614727,614858,2926454,632287,812098,137941,296306,195047,46421,104252,656725,261693,1698385,6545,2420543,326897,562300,426084,2420543,503752,923467,1318028,1083155,1719345,1814441,676938,6662258,12394000,12674699,12398819,1517870,1318028,2206049,216820,315322,6136003,773645,1723226,2761942,498757,808356,933647,8994627,437989,543035,748420,5820681,974763,12106644,10660493,633342,248401,,,,,,,2018
20,406660,726748,1974,28523,77493,28989,23629,30962,40880,48774,52792,34571,16974,2911510,1449745,1461765,37.1,2201742,163132,81824,348443,21136,1963,90708,2563067,6819,1133408,58218,31456,1280553,147145,33677,14374,649,28,749821,3025,442557,214364,152998,95551,52641,3471,1335,61366,14269,12864,244506,239968,203445,81947,138554,52427,26863770,64305,49887,52039,56065,55828,58414,50222,55902,48537,89838,122077,149661,102620,55233,64408,58372,840,87800,159400,253700,570740,1133408,383587,931250,56092,30531,44433,52279,49451,32132,28628,54785,37167,35488,72715,95765,97167,105357,60667,45423,22256,23108,64058,100677,91526,95994,87382,85807,84317,95609,36554,50958,31919,44030,50848,33022,23743,23558,91225,93308,103338,58324,40501,21961,18858,58768,92364,91855,90462,85609,83199,86360,94316,38951,57295,36392,44932,55929,45536,32054,40228,2446823,171141,26829,82444,219656,33665,29781,29707,15864,201066,15727,1499747,1442550,57197,769196,2284670,1515474,5508,2935,10770,8492,19028,12479,130878,154358,402368,512414,705151,142092,6040,1309958,133441,171,1176517,284030,182743,46126,115882,93468,354237,92503,25313,177169,63264,68460,148821,139696,77115,40496,1595,105951,0.4633,243775,79632,485753,87202,155972,165093,159064,770432,161325,172033,26469,65168,44844,14194,21025,101104,80441,353245,2133,550779,28431,60134,125462,550779,139208,216493,297232,238838,335763,431217,200343,1449235,2825680,2874208,2802047,338175,297232,607497,31124,68255,1434639,170965,402368,407584,151384,179315,285148,1911426,63446,45571,296520,1366384,348443,2724520,2404152,215369,86777,,,,,,,2018
45,669718,1258273,1988,67697,129229,47900,31898,46930,61691,66108,71054,47368,22630,5084127,2468707,2615420,39.7,3229793,1345077,80638,294502,16553,11601,102278,4789625,12747,1927991,52306,28957,2318291,390300,66760,23869,692,29.5,1335486,10607,780604,328729,191997,119129,65295,5652,1921,136732,27044,24059,291015,374673,354320,149658,323576,165011,54995090,146174,98335,98970,105352,98060,106616,89956,89166,84302,153639,204249,240687,151985,83136,89476,87888,892,94700,170800,282200,895552,1927991,592505,1461576,72604,44120,66019,95349,78387,65925,62570,369201,130494,93235,65331,147612,157570,165734,98189,84963,38559,38302,92888,165751,154562,151803,150801,152653,153406,166104,61509,89045,55936,84909,113481,73495,42980,28455,139744,149970,157864,87726,69602,33670,34063,95316,173967,160075,164949,155810,163831,167119,183249,75355,102612,66761,95201,136774,89967,55478,56317,3407706,1353599,23672,80969,187870,72119,72214,96556,44004,417138,31087,2444595,2315748,128847,1630096,4105778,2475682,5035,3257,73856,75636,14037,8986,208890,224581,627144,752074,1104409,345762,10643,2093417,217339,1055,1876078,601335,96323,18391,235041,158238,508708,138332,35403,310636,119166,105154,274323,242175,119723,50458,3171,133515,0.4762,362191,135823,1043630,227250,253663,250576,255586,1202171,257230,403491,53262,106144,55036,21001,57452,209608,120214,622717,2132,800792,54558,120400,145577,800792,215152,363362,512146,424296,636418,742942,294716,2592601,4944754,5029034,4913277,755215,512146,1055899,47618,114984,2303417,354718,627144,882586,202018,268230,499163,3492355,144333,140560,245287,2188433,294502,4796771,4443394,222917,85865,,,,,,,2018
24,743563,1472372,1977,38042,170699,60983,50732,64100,83862,96978,90997,54715,22158,6042718,2930350,3112368,38.8,3035148,1782090,376805,628435,9701,25852,182424,5414283,242247,2215935,83242,41522,2458779,242844,52004,25442,1217,29.9,1482669,27131,1073634,416726,275366,194160,71916,7691,1599,141360,33643,30975,263599,363093,367051,184055,431591,348121,96797100,107054,65054,63403,66516,62510,70470,74763,77450,67634,148530,198444,292683,243745,173348,226406,277925,1371,217700,324800,469000,1069433,2215935,733266,1257981,517969,35257,52908,121967,201584,58276,178771,33271,77684,64899,128649,185415,185432,197782,115720,78500,41142,37650,114420,209609,202406,200185,178313,194391,202578,197995,74958,112375,60226,77486,110031,70800,44601,38335,176020,179139,187695,111152,74356,35633,40093,115230,204779,209732,210546,186035,206174,219597,220079,84458,122088,70411,94983,133305,98359,62324,70180,3305047,1810885,13433,378985,164735,112549,164229,328724,136968,478553,32390,3251246,3090469,160777,1569314,4852950,3283636,26313,21457,118143,105355,40851,21175,204852,232593,911761,1369463,1338355,332667,114211,2550480,270693,103933,2279787,607607,186564,15641,266570,220424,736247,183204,60204,138126,175124,328084,289973,480841,146792,49239,3900,159418,0.4543,788934,140447,1009495,221267,289994,307396,307855,1526382,341400,396131,41740,162335,146201,27277,49618,211207,143919,782297,2469,1426906,123971,190764,425460,1426906,241914,273850,608731,539068,707371,824564,333818,3236298,5899819,5974521,5830552,528203,608731,1061018,64267,158983,3066434,281787,911761,878231,255053,546260,524178,4167339,276778,465692,207471,2907451,628435,5681283,4582064,481884,211443,,,,,,,2018
